# WDLF simulation output.
# 09:55:13 04/11/2022
# platform = UNIX
# Output directory = .
# Modelling Parameters:
# IMF exponent     = -2.3
# MS models        = Padova
# Metallicity Z    = 0.003 +/- 0.001
# Helium content Y = 0.26 +/- 0.001
# IFMR             = Kalirai et al. (2008)
# Alpha parameter  = 0.75
# WD models        = Montreal evolutionary (new 2020)
# Filter           = M_{bol}
# Mag. error       = 0.1
# Survey Type: VOLUME_LIMITED
# Number of stars: 200000
# Simulated WDLF:
#   column 1: bin centre [bolometric magnitude]
#   column 2: bin width [bolometric magnitude]
#   column 3: total number density [N/mag] (i.e. the luminosity function)
#   column 4: standard deviation on total number density [N/mag]
#   column 5: mean WD mass [M_{solar}]
#   column 6: standard deviation of WD mass [M_{solar}]
#   column 7: mean total stellar age [years] (sum of WD cooling time and MS lifetime)
#   column 8: standard deviation of total stellar age [years]
7.625	0.25	2.07983679182061E-5	1.6094260293900581E-6	0.6839205304073284	0.16557944183327053	2.4104632471837554E9	2.640161325492061E9	
7.875	0.25	2.6278177429589692E-5	1.8090643401574776E-6	0.6776201121862248	0.15757244739305776	2.5850848244092107E9	2.757754442413592E9	
8.125	0.25	3.387518607037149E-5	2.0539848566999214E-6	0.6880842410334502	0.1771603935734983	2.6925489903668575E9	2.993530609550551E9	
8.375	0.25	4.794833322460662E-5	2.44367333620363E-6	0.6622570558956022	0.1477182887013196	2.686931098663441E9	2.7471355803225765E9	
8.625	0.25	5.965519899892611E-5	2.725715614450473E-6	0.6552116037475098	0.15074056440195457	2.95813358291374E9	2.9175403662939787E9	
8.875	0.25	6.700312538919079E-5	2.888709855942775E-6	0.6450636922218497	0.13890781774243322	3.0892155057361116E9	2.8974090646741643E9	
9.125	0.25	8.369163617385991E-5	3.228474956358789E-6	0.6618894851105092	0.1571773995523139	2.8853214236467614E9	2.717333259233622E9	
9.375	0.25	9.141318593990085E-5	3.3741222622246243E-6	0.65247396069863	0.13630173223851966	2.850669029671041E9	2.7651574152770395E9	
9.625	0.25	1.1084160148026191E-4	3.715418923059735E-6	0.6472730914373069	0.1420560084211417	3.19773008870182E9	2.8894315531521025E9	
9.875	0.25	1.2616015988708504E-4	3.963852706037085E-6	0.6459252670538921	0.14238442252167155	3.2912957318803973E9	2.9407925810844784E9	
10.125	0.25	1.3961060141502732E-4	4.169803520344101E-6	0.6484204654278785	0.14796254972567585	3.271677369536051E9	2.848986408428226E9	
10.375	0.25	1.5642365332495516E-4	4.413748724403069E-6	0.6482927578477826	0.1430338249480686	3.2513479610714965E9	2.8501076552341933E9	
10.625	0.25	1.878080168901538E-4	4.836302488069609E-6	0.6496191605138386	0.14486760885839983	3.202656084948011E9	2.7254981812106256E9	
10.875	0.25	2.1620339344914305E-4	5.1890474949560684E-6	0.6557596347984385	0.15343900911342986	3.312098294686006E9	2.7850054603718386E9	
11.125	0.25	2.4634234576175395E-4	5.538930667560392E-6	0.6567757134911951	0.15165709129221072	3.2828101332460704E9	2.7283914404678626E9	
11.375	0.25	2.7224689981556307E-4	5.822880322591881E-6	0.6637397934415764	0.15557094849409206	3.234261569254151E9	2.675354589889365E9	
11.625	0.25	3.088619906416202E-4	6.202098021166315E-6	0.6631807479393259	0.15739418027243543	3.3708146321195674E9	2.6808727366132298E9	
11.875	0.25	3.5805573511880575E-4	6.677773892326225E-6	0.6598648491126804	0.15220618055667334	3.428552850284278E9	2.613605644625018E9	
12.125	0.25	4.2256803800281114E-4	7.254453732104102E-6	0.6673764523370669	0.1602563562724019	3.5201580116990814E9	2.594482682824479E9	
12.375	0.25	4.7537347511249895E-4	7.694384153956614E-6	0.6674334263214385	0.15560772875085277	3.632188919602177E9	2.587218728454332E9	
12.625	0.25	5.573215355327521E-4	8.331233472071649E-6	0.6680873536617103	0.1538751270788148	3.7203690400298853E9	2.487049664846338E9	
12.875	0.25	6.381487258256821E-4	8.914917856982701E-6	0.6664634268494867	0.15079032458248412	3.881455823795676E9	2.423817904618218E9	
13.125	0.25	7.357889680285435E-4	9.57266869954388E-6	0.6674786293516856	0.14722697164388798	4.0299450018338604E9	2.3533140592026043E9	
13.375	0.25	8.564693184042741E-4	1.0327906499559186E-5	0.6694650972993506	0.14423991273367487	4.1697984771235247E9	2.2436522092205334E9	
13.625	0.25	0.0010117721016019376	1.1225294474483802E-5	0.6660349235970746	0.13978749610715469	4.416438101752532E9	2.1286441435536783E9	
13.875	0.25	0.0012435431357084748	1.2444768436128383E-5	0.6597049516180185	0.13319806759099304	4.738243083061967E9	1.99052531180651E9	
14.125	0.25	0.0016387121261544945	1.4285903967418897E-5	0.6488677960327198	0.1232150668789355	5.212367948143666E9	1.8581119405993545E9	
14.375	0.25	0.0024380170680643196	1.7425079312779058E-5	0.632358698956852	0.10916283810901535	5.947067554277539E9	1.7386418354531388E9	
14.625	0.25	0.0036314946714168608	2.126665071771713E-5	0.6279689019509419	0.10072139225727096	6.811799696709531E9	1.5630856070657473E9	
14.875	0.25	0.003484411602486531	2.0831527592528423E-5	0.6491000832266737	0.10565983040577671	7.630019996614682E9	1.298824939514496E9	
15.125	0.25	0.002455577366725773	1.748772050359392E-5	0.6856331350031432	0.12205139089013191	8.459161988886482E9	1.1257215584739966E9	
15.375	0.25	0.0015810495851596924	1.4032308948478556E-5	0.7248269160436245	0.14035388444597602	9.121708068931513E9	1.091869324774162E9	
15.625	0.25	7.945723791506744E-4	9.947710198780578E-6	0.7801349653280539	0.1621480644512919	9.30723247647651E9	1.1504274351620243E9	
15.875	0.25	3.338947568186184E-4	6.448536945088932E-6	0.8179645642146207	0.19171798907411067	9.112266821242079E9	1.0813972942461383E9	

# SFR basic type: Constant
# SFR function (time/rate/error):
0.0 0 0
0.0 1.5E-12 0
1.05E10 1.5E-12 0
1.05E10 0 0
